Diphone	Spectrogram	Word	Word count	Position from the word's start	Position from the word's end	Sample duration	Utterance	Speaker's gender	Speech type
NG_K	NG_K_04.png	THINK	14665	3	1	00.03	IanDunbar_2007P@842.86:852.78	M	spontaneous
NG_K	NG_K_05.png	THANK	1871	3	1	00.03	JamilAbuWardeh_2010G@403.02:411.17	M	spontaneous
NG_K	NG_K_06.png	DRUNK	348	4	1	00.06	3663-172528-0012	F	read
NG_K	NG_K_07.png	THINKING	2564	3	3	00.03	TracyChevalier_2012S@666.71:682.11	F	spontaneous
NG_K	NG_K_08.png	THINK OF	1993	3	3	00.04	TracyChevalier_2012S@666.71:682.11	F	spontaneous
NG_K	NG_K_09.png	LENGTH	1501	3	2	00.05	1323-149236-0007	M	read
P_AE	P_AE_01.png	PASSED	3209	1	3	00.15	2660-173260-0003	M	read
P_AE	P_AE_02.png	PALACE	1296	1	4	00.17	2092-145706-0047	F	read
P_AE	P_AE_03.png	PATH	1010	1	2	00.12	89-219-0047	F	read
P_AE	P_AE_04.png	PAH	7	1	1	00.13	4948-28015-0002	M	read
P_AE	P_AE_05.png	PASSION	849	1	4	00.13	4701-15273-0043	M	read
P_AE	P_AE_06.png	THE PAST	784	3	3	00.10	7699-105399-0043	F	read
P_AE	P_AE_07.png	COMPANION	744	4	5	00.09	6221-6879-0039	M	read
P_AE	P_AE_08.png	THE PALACE	720	3	4	00.09	3289-171108-0004	M	read
S_AO	S_AO_02.png	SAW	7873	1	1	00.17	6877-77361-0056	M	read
S_AO	S_AO_03.png	SORT	3433	1	3	00.08	TracyChevalier_2012S@666.71:682.11	F	spontaneous
S_AO	S_AO_04.png	I SAW	1754	3	1	00.11	6877-77361-0056	M	read
S_AO	S_AO_05.png	AND SAW	618	4	1	00.16	7565-101281-0048	M	read
S_AO	S_AO_06.png	NEVER SAW	279	6	1	00.15	6540-232291-0055	M	read
S_AO	S_AO_07.png	_SIL_ SO	8332	2	2	00.12	AmoryLovins_2012S@662.7:676.67	M	spontaneous
S_AO	S_AO_09.png	AND SO	5030	4	2	00.03	MarkApplebaum_2012X@53.54:60.95	M	spontaneous
S_AO	S_AO_10.png	WAS SO	2116	4	2	00.09	5285-80687-0073	F	read
Z_IH	Z_IH_01.png	ZERO	375	1	4	00.07	RobertWright_2009P@810.88:822.27	M	spontaneous
Z_IH	Z_IH_03.png	'S IMPORTANT	44	1	9	00.04	PaulNicklen_2011@498.08:507.95	M	spontaneous
Z_IH	Z_IH_04.png	AS IF	4040	2	2	00.13	7331-86025-0028	F	read
Z_IH	Z_IH_05.png	WAS IN	3130	3	2	00.11	7938-110128-0017	M	read
Z_IH	Z_IH_06.png	AS IT	2998	2	2	00.04	CharlesElachi_2008P@1277.30:1285.62	M	spontaneous
Z_IH	Z_IH_07.png	IS IT	2109	2	2	00.08	TracyChevalier_2012S@666.71:682.11	F	spontaneous
Z_IH	Z_IH_08.png	IS IN	1730	2	2	00.07	BillStone_2007@758.14:762.80	M	spontaneous
Z_IH	Z_IH_09.png	MUSIC	1653	4	2	00.07	TodMachover_2008@108.90:120.81	M	spontaneous
Z_IH	Z_IH_10.png	POSITION	1652	3	4	00.10	8291-276745-0065	M	read
N_UH	N_UH_01.png	NURSE	512	1	3	00.09	5152-29465-0032	M	read
N_UH	N_UH_03.png	PNEUMATICS	1	1	7	00.12	SkylarTibbits_2013U@137.05:155.34	M	spontaneous
N_UH	N_UH_05.png	DINNER	1508	3	2	00.03	4344-22232-0004	M	read
N_UH	N_UH_06.png	CORNER	1390	4	2	00.04	1674-142277-0009	F	read
N_UH	N_UH_07.png	GENERAL	2789	3	4	00.03	7559-96247-0008	M	read
N_UH	N_UH_08.png	HONOR	790	2	2	00.05	6157-40556-0018	M	read
N_UH	N_UH_09.png	PRISONER	634	6	2	00.03	6281-1315-0003	F	read
N_UH	N_UH_10.png	SOONER	612	3	2	00.06	246-224-0001	F	read
UH_Z	UH_Z_01.png	BOSOM	390	2	3	00.08	2356-154907-0007	M	read
UH_Z	UH_Z_02.png	ROSES	303	3	3	00.09	7238-91112-0069	M	read
UH_Z	UH_Z_03.png	ROUSED	250	3	2	00.03	77-121518-0076	F	read
UH_Z	UH_Z_04.png	THOSE	11520	3	1	00.08	GoogleScienceFairWinners_2011X@491.73:496.42	F	spontaneous
UH_Z	UH_Z_05.png	ALLOWS	260	4	1	00.03	5802-76044-0045	M	read
UH_Z	UH_Z_06.png	HARBOURS	16	5	1	00.06	246-224-0013	F	read
UH_Z	UH_Z_07.png	THOUSAND	5665	3	4	00.04	JohnDoerr_2007@519.48:530.29	M	spontaneous
UH_Z	UH_Z_08.png	THOSE WHO	1682	3	3	00.14	6211-66280-0022	F	read
UH_Z	UH_Z_09.png	CLOSED	1172	4	2	00.12	4071-39616-0021	F	read
UH_Z	UH_Z_10.png	THOSE OF	840	3	3	00.10	7559-96247-0076	M	read
CH_UH	CH_UH_01.png	CHURCH	1862	1	3	00.08	DavidMacaulay_2002@958.65:967.32	M	spontaneous
CH_UH	CH_UH_02.png	_SIL_ CHERNOBYL	1	2	8	00.10	MichaelSpecter_2010@337.59:341.326	M	spontaneous
CH_UH	CH_UH_03.png	OF CHURCH	33	3	3	00.09	5672-88363-0020	M	read
CH_UH	CH_UH_04.png	NATURE	3541	4	2	00.08	1246-135815-0024	F	read
CH_UH	CH_UH_05.png	FUTURE	1867	4	2	00.09	NicholasNegroponte_1984@71.36:80.19	M	spontaneous
CH_UH	CH_UH_06.png	PICTURE	1620	4	2	00.04	2411-132532-0009	F	read
CH_UH	CH_UH_07.png	NATURAL	1920	3	4	00.10	908-31957-0022	M	read
CH_UH	CH_UH_08.png	CENTURY	990	4	3	00.07	6177-57662-0030	M	read
CH_UH	CH_UH_09.png	THE CHURCH	841	3	3	00.11	7276-92427-0020	F	read
CH_UH	CH_UH_10.png	CULTURE	596	4	2	00.07	JaneMcGonigal_2010@416.25:424.27	F	spontaneous
EH_P	EH_P_03.png	EPSTEIN	7	1	5	00.10	2204-131732-0088	F	read
EH_P	EH_P_04.png	STEP	1528	3	1	00.09	WilliamUry_2010X@1049.94:1060.33	M	spontaneous
EH_P	EH_P_05.png	REP	15	2	1	00.07	8119-115687-0034	M	read
EH_P	EH_P_07.png	KEPT	2683	2	2	00.07	1845-147962-0007	F	read
EH_P	EH_P_08.png	EXCEPT	1842	4	2	00.03	TimothyPrestero_2012X@494.74:506.69	M	spontaneous
EH_P	EH_P_09.png	STEPS	1182	3	2	00.12	2428-83699-0027	M	read
EH_P	EH_P_10.png	STEPPED	603	3	2	00.07	4290-7622-0021	M	read
HH_EH	HH_EH_01.png	HEAD	7446	1	2	00.13	1246-135815-0024	F	read
HH_EH	HH_EH_02.png	HELP	3781	1	3	00.08	5163-39921-0039	F	read
HH_EH	HH_EH_03.png	HAIR	2191	1	2	00.04	1313-135022-0022	M	read
HH_EH	HH_EH_04.png	HEH	1	1	1	00.08	7229-80665-0012	F	read
HH_EH	HH_EH_05.png	COULDN'T HEH	1	7	1	00.11	7229-80665-0012	F	read
HH_EH	HH_EH_07.png	HEAVY	1655	1	3	00.08	525-126965-0084	F	read
HH_EH	HH_EH_08.png	THE HEAD	1183	3	2	00.06	4680-16042-0034	F	read
HH_EH	HH_EH_09.png	HER HEAD	1031	4	2	00.06	107-22885-0010	M	read
HH_EH	HH_EH_10.png	TO HELP	947	3	3	00.08	5163-39921-0039	F	read
IH_P	IH_P_01.png	EPISTLE	41	1	5	00.04	7395-89880-0000	F	read
IH_P	IH_P_02.png	EPOXY	8	1	5	00.08	EWidder_2010Z@857.95:871.58	F	spontaneous
IH_P	IH_P_03.png	IP	7	1	1	00.29	ChrisAnderson_2004@696.79:705.16	M	spontaneous
IH_P	IH_P_04.png	SHIP	1548	2	1	00.11	7657-104717-0014	F	read
IH_P	IH_P_05.png	TRIP	421	3	1	00.05	7657-104717-0014	F	read
IH_P	IH_P_07.png	REPLIED	3892	2	5	00.04	453-129308-0017	M	read
IH_P	IH_P_09.png	REPEATED	957	2	5	00.05	4290-7622-0021	M	read
IH_P	IH_P_10.png	SHIPS	623	2	2	00.09	6317-54487-0030	F	read
JH_EH	JH_EH_01.png	GENERAL	2789	1	6	00.11	7559-96247-0008	M	read
JH_EH	JH_EH_02.png	JANE	822	1	3	00.08	7177-120275-0001	F	read
JH_EH	JH_EH_03.png	GESTURE	323	1	5	00.11	TodMachover_2008@560.07:567.43	M	spontaneous
JH_EH	JH_EH_04.png	LUGGAGE EH	1	5	1	00.18	3088-5436-0027	M	read
JH_EH	JH_EH_05.png	JEFF	114	1	2	00.09	460-172359-0091	M	read
JH_EH	JH_EH_06.png	JET	93	1	2	00.15	8718-295197-0028	F	read
JH_EH	JH_EH_07.png	SUBJECT	1840	4	3	00.04	7697-245712-0018	M	read
JH_EH	JH_EH_08.png	PROJECT	893	4	3	00.08	MiruKim_2008P@469.39:478.16	F	spontaneous
JH_EH	JH_EH_09.png	THE GENERAL	712	3	6	00.10	4813-248641-0013	M	read
JH_EH	JH_EH_10.png	SUGGESTED	616	4	5	00.08	4659-12465-0011	M	read
K_SH	K_SH_01.png	ACTION	1338	2	3	00.06	DaphneBavelier_2012X@151.58:170.42	F	spontaneous
K_SH	K_SH_02.png	AUCTION	52	2	3	00.08	7510-282967-0037	F	read
K_SH	K_SH_03.png	WARWICKSHIRE	8	6	2	00.06	8200-278238-0033	M	read
K_SH	K_SH_04.png	THINK SHE	173	4	2	00.05	2625-127773-0003	F	read
K_SH	K_SH_05.png	BACK SHE	64	3	2	00.31	5565-40589-0053	M	read
K_SH	K_SH_06.png	DIRECTION	1263	5	3	00.04	GarrettLisi_2008@1203.58:1208.26	M	spontaneous
K_SH	K_SH_07.png	ANXIOUS	894	3	3	00.06	1737-148989-0008	F	read
K_SH	K_SH_08.png	DESTRUCTION	418	7	3	00.07	EveEnsler_2005G@261.71:275.93	F	spontaneous
K_SH	K_SH_09.png	CONVICTION	300	6	3	00.10	3928-153301-0005	F	read
AE_D	AE_D_01.png	ADDED	1867	1	3	00.07	274-121392-0030	F	read
AE_D	AE_D_02.png	ADD	967	1	1	00.16	2660-173260-0003	M	read
AE_D	AE_D_03.png	ADVANTAGE	744	1	7	00.04	25-123319-0010	M	read
AE_D	AE_D_04.png	HAD	78383	2	1	00.06	3699-47246-0007	M	read
AE_D	AE_D_05.png	BAD	2556	2	1	00.14	JonathanEisen_2012P@96.5:105	M	spontaneous
AE_D	AE_D_06.png	GLAD	1763	3	1	00.10	6206-14960-0028	F	read
AE_D	AE_D_07.png	HAD BEEN	10204	2	4	00.03	1246-135815-0024	F	read
AE_D	AE_D_08.png	HAD A	3524	2	2	00.05	ChimamandaAdichie_2009G@733.84:739.88	F	spontaneous
AE_D	AE_D_09.png	HAD NOT	3058	2	4	00.11	313-128021-0000	F	read
AE_D	AE_D_10.png	HAD TO	2583	2	3	00.07	6519-69412-0008	F	read
D_AA	D_AA_01.png	DOWN	15154	1	3	00.11	GoogleScienceFairWinners_2011X@491.73:496.42	F	spontaneous
D_AA	D_AA_02.png	DOCTOR	3120	1	5	00.11	2660-173260-0003	M	read
D_AA	D_AA_03.png	DARK	2747	1	3	00.08	3379-132592-0009	F	read
D_AA	D_AA_05.png	SAID AH	28	3	1	00.30	5583-38026-0008	F	read
D_AA	D_AA_06.png	FDA	24	2	1	00.14	RobertFischell_2005@494.09:503.50	M	spontaneous
D_AA	D_AA_07.png	AND I	13249	3	2	00.03	1246-135815-0024	F	read
D_AA	D_AA_08.png	DON	2134	1	2	00.07	LeeCronin_2011G@365.2:372.59	M	spontaneous
D_AA	D_AA_09.png	SAID I	1662	3	2	00.29	MarkhamNolan_2012S@607.36:627.12	M	spontaneous
D_AA	D_AA_10.png	DIED	1646	1	3	00.06	3698-41990-0006	F	read
IY_UH	IY_UH_01.png	E'ER	32	1	2	00.10	5060-15563-0002	F	read
IY_UH	IY_UH_02.png	WE ARRIVED	66	2	6	00.08	EveEnsler_2004@1136.26:1138.65	F	spontaneous
IY_UH	IY_UH_03.png	BE ARRANGED	27	2	7	00.07	3955-181692-0006	M	read
IY_UH	IY_UH_04.png	FIRE	3152	3	2	00.08	7794-295948-0004	F	read
IY_UH	IY_UH_05.png	EARLIER	478	4	2	00.05	MajoraCarter_2006@772.34:786.07	F	spontaneous
IY_UH	IY_UH_06.png	SUPERIOR	470	6	2	00.05	2979-156236-0034	F	read
IY_UH	IY_UH_07.png	EASIER	342	3	2	00.05	BillyGraham_1998@626.08:628.27	M	spontaneous
IY_UH	IY_UH_08.png	HAPPIER	191	4	2	00.04	5536-43359-0009	M	read
IY_UH	IY_UH_09.png	MAYOR	185	3	2	00.04	2696-157636-0030	M	read
IY_UH	IY_UH_10.png	BEHAVIOUR	136	7	2	00.06	707-138866-0000	M	read
M_Z	M_Z_01.png	MZALENDO WAS	1	1	12	00.03	OryOkolloh_2007G@729.48:737.10	F	spontaneous
M_Z	M_Z_02.png	EM'S LIGHT	1	2	5	00.03	915-163371-0026	M	read
M_Z	M_Z_03.png	ARMS	2369	3	1	00.07	7113-86041-0100	F	read
M_Z	M_Z_04.png	TIMES	3476	4	1	00.06	JannaLevin_2011@534.15:546.78	F	spontaneous
M_Z	M_Z_05.png	COMES	2313	3	1	00.04	DavidMacaulay_2002@958.65:967.32	M	spontaneous
M_Z	M_Z_06.png	ROOMS	690	3	1	00.05	246-224-0013	F	read
M_Z	M_Z_07.png	SEEMS TO	980	3	3	00.06	4260-176853-0068	F	read
M_Z	M_Z_08.png	TERMS OF	466	4	3	00.05	EdwardBurtynsky_2005@664.01:675.03	M	spontaneous
M_Z	M_Z_09.png	COMES TO	418	3	3	00.04	ElizabethGilbert_2009@128.00:148.14	F	spontaneous
M_Z	M_Z_10.png	HOMES	290	4	1	00.09	7777-106366-0015	M	read
T_L	T_L_02.png	'T LOOK	21	1	3	00.04	AllanJones_2011G@43.48:60.61	M	spontaneous
T_L	T_L_03.png	'T LET	17	1	3	00.05	MichaelArcher_2013X@582.86:589.69	M	spontaneous
T_L	T_L_04.png	LADY EASTLEIGH	1	8	1	00.10	6743-72306-0004	M	read
T_L	T_L_05.png	QUETZALCOATL	1	11	1	00.10	4744-83616-0026	F	read
T_L	T_L_06.png	WHAT AILED	10	3	2	00.10	7140-72212-0016	F	read
T_L	T_L_07.png	AT LAST	2674	2	4	00.04	7276-92427-0020	F	read
T_L	T_L_09.png	IMMEDIATELY	1575	7	2	00.08	3588-54099-0016	F	read
T_L	T_L_10.png	EXACTLY	1457	6	2	00.06	4297-13009-0032	F	read
AE_M	AE_M_02.png	AM NOT	760	1	4	00.05	6512-72577-0055	M	read
AE_M	AE_M_03.png	AM I	671	1	3	00.08	8173-294714-0017	F	read
AE_M	AE_M_04.png	I AM	8564	3	1	00.07	7794-295948-0004	F	read
AE_M	AE_M_05.png	PROGRAM	327	7	1	00.05	PaulRothemund_2008@587.21:599.92	M	spontaneous
AE_M	AE_M_06.png	LAMB	288	2	1	00.16	4549-39615-0039	F	read
AE_M	AE_M_07.png	FAMILY	2968	2	4	00.09	ChimamandaAdichie_2009G@733.84:739.88	F	spontaneous
AE_M	AE_M_08.png	EXAMPLE	1764	4	4	00.12	984-137154-0047	M	read
AE_M	AE_M_09.png	CAMP	998	2	2	00.04	5361-27492-0050	F	read
AE_M	AE_M_10.png	LAMP	530	2	2	00.08	4160-14187-0000	F	read
IH_G	IH_G_01.png	EXAMPLE	1764	1	7	00.03	984-137154-0047	M	read
IH_G	IH_G_02.png	IGNORANT	397	1	7	00.04	2312-157868-0009	F	read
IH_G	IH_G_03.png	EGRESS	12	1	4	00.14	55-121069-0014	M	read
IH_G	IH_G_04.png	BIG	3731	2	1	00.09	RobinChase_2007@603.70:611.82	F	spontaneous
IH_G	IH_G_05.png	PIG	287	2	1	00.08	RobertFischell_2005@494.09:503.50	M	spontaneous
IH_G	IH_G_06.png	DIG	203	2	1	00.07	LouiseLeakey_2008@474.05:479.75	F	spontaneous
IH_G	IH_G_07.png	BEGAN	5115	2	3	00.05	8259-276912-0025	F	read
IH_G	IH_G_09.png	BEGINNING	1571	2	5	00.05	DaphneBavelier_2012X@151.58:170.42	F	spontaneous
L_T	L_T_01.png	BLEATING	18	2	3	00.16	8337-283569-0038	F	read
L_T	L_T_02.png	BLEAT	15	2	1	00.07	7518-86741-0101	M	read
L_T	L_T_03.png	BLEAT LITTLE	10	2	6	00.33	5252-4868-0010	M	read
L_T	L_T_04.png	FELT	4572	3	1	00.03	65-122444-0078	F	read
L_T	L_T_05.png	BUILT	1393	3	1	00.08	2092-145706-0047	F	read
L_T	L_T_06.png	DIFFICULT	1301	7	1	00.12	StanleyMcChrystal_2011@836.31:845	M	spontaneous
L_T	L_T_08.png	DIFFICULTY	930	7	2	00.04	5361-27492-0050	F	read
L_T	L_T_10.png	FELT THAT	675	3	4	00.12	2487-162474-0007	F	read
N_JH	N_JH_01.png	ENJOY	579	2	3	00.07	DanGilbert_2005G@856.80:867.90	M	spontaneous
N_JH	N_JH_02.png	IN GENERAL	380	2	7	00.08	7559-96247-0008	M	read
N_JH	N_JH_03.png	ENGINEER	300	2	5	00.05	EWidder_2010Z@894.68:904.22	F	spontaneous
N_JH	N_JH_04.png	CHANGE	2996	4	1	00.04	AllanSavory_2013@1042.76:1050.12	M	spontaneous
N_JH	N_JH_05.png	CHALLENGE	468	5	1	00.03	JakeBarton_2013S@403.63:416.9	M	spontaneous
N_JH	N_JH_06.png	REVENGE	270	5	1	00.10	4077-13751-0021	M	read
N_JH	N_JH_07.png	CHANGED	1464	4	2	00.09	4824-36027-0013	F	read
N_JH	N_JH_08.png	DANGER	1253	4	3	00.07	1769-143484-0020	M	read
N_JH	N_JH_09.png	CHANGES	704	4	3	00.04	BenGoldacre_2011G@205.88:224.87	M	spontaneous
N_JH	N_JH_10.png	CHANGING	519	4	3	00.04	EdwardBurtynsky_2005@817.53:826.60	M	spontaneous
R_L	R_L_01.png	'RE LOOKING	87	1	5	00.03	BreneBrown_2012@1096.56:1106.74	F	spontaneous
R_L	R_L_02.png	'RE LIKE	23	1	4	00.03	JaySilver_2013S@595.62:599.89	M	spontaneous
R_L	R_L_04.png	GIRL	4140	3	1	00.04	451-126826-0026	F	read
R_L	R_L_05.png	KARL	73	3	1	00.06	5293-82020-0017	M	read
R_L	R_L_06.png	NONPAREIL	2	6	1	00.20	6962-47545-0063	M	read
R_L	R_L_07.png	WORLD	10420	3	2	00.07	1845-147962-0007	F	read
R_L	R_L_08.png	EARLY	2115	2	2	00.03	5719-233361-0056	M	read
R_L	R_L_09.png	NEARLY	1792	3	2	00.06	KeithChen_2012G@582.96:591.77	F	spontaneous
R_L	R_L_10.png	GIRLS	1702	3	2	00.09	LeymahGbowee_2012@331.07:337.27	M	spontaneous
SIL_IY	SIL_IY_01.png	_SIL_ EVEN	774	1	4	00.11	7331-86025-0028	F	read
SIL_IY	SIL_IY_02.png	_SIL_ EACH	313	1	2	00.11	8334-119398-0090	M	read
SIL_IY	SIL_IY_03.png	_SIL_ EITHER	116	1	4	00.09	1559-139347-0031	M	read
SIL_IY	SIL_IY_04.png	_SIL_ E	15	1	1	00.10	2598-4662-0001	F	read
SIL_IY	SIL_IY_05.png	_SIL_ E'EN	2	1	2	00.11	82-121544-0006	F	read
SIL_IY	SIL_IY_07.png	_SIL_ EATING	17	1	4	00.10	369-125882-0002	M	read
SIL_IY	SIL_IY_08.png	_SIL_ EASY	14	1	3	00.10	7717-104491-0061	F	read
SIL_IY	SIL_IY_09.png	_SIL_ EQUALLY	13	1	6	00.12	1621-141592-0007	M	read
SIL_IY	SIL_IY_10.png	_SIL_ EAGERLY	10	1	6	00.14	7555-105394-0050	F	read
AE_L	AE_L_02.png	AL	290	1	1	00.14	JanineBenyus_2005@413.98:422.17	F	spontaneous
AE_L	AE_L_03.png	ALBERT	277	1	5	00.05	KristaTippett_2010Z@639.51:657.89	F	spontaneous
AE_L	AE_L_04.png	SHALL	8247	2	1	00.04	5405-121045-0040	F	read
AE_L	AE_L_05.png	PERCEVAL	115	8	1	00.03	7391-60445-0032	M	read
AE_L	AE_L_06.png	CANAL	115	4	1	00.13	2149-36146-0030	M	read
AE_L	AE_L_07.png	SHALL BE	1365	2	3	00.04	1495-138027-0022	M	read
AE_L	AE_L_08.png	PALACE	1296	2	3	00.13	2092-145706-0047	F	read
AE_L	AE_L_09.png	VALUE	1105	2	3	00.12	4546-16781-0034	F	read
AE_L	AE_L_10.png	VALLEY	832	2	2	00.16	5049-25947-0034	M	read
G_AH	G_AH_01.png	GOVERNMENT	1869	1	8	00.12	313-127992-0042	F	read
G_AH	G_AH_02.png	GUN	650	1	2	00.07	3969-175415-0025	F	read
G_AH	G_AH_03.png	GULF	218	1	3	00.07	MichaelPawlyn_2010S@732.48:735.2	M	spontaneous
G_AH	G_AH_04.png	USANGA	30	6	1	00.04	7720-105168-0025	M	read
G_AH	G_AH_05.png	DIG A	25	3	1	00.03	SheaHembrey_2011@371.46:381.57	M	spontaneous
G_AH	G_AH_06.png	DUG A	19	3	1	00.04	1995-1837-0018	F	read
G_AH	G_AH_07.png	SINGLE	1868	4	2	00.03	5719-233361-0056	M	read
G_AH	G_AH_08.png	THE GOVERNMENT	628	3	8	00.11	313-127992-0042	F	read
G_AH	G_AH_09.png	BEGUN	591	3	2	00.08	4310-14908-0031	F	read
G_AH	G_AH_10.png	STRUGGLE	555	5	2	00.03	3656-168618-0038	M	read
UH_D	UH_D_02.png	COULD	23788	2	1	00.03	2364-131735-0109	F	read
UH_D	UH_D_03.png	GOOD	15243	2	1	00.07	8058-99403-0026	M	read
UH_D	UH_D_04.png	SHOULD	13864	2	1	00.19	AndresLozano_2013X@141.29:146.92	M	spontaneous
UH_D	UH_D_05.png	STOOD	4214	3	1	00.07	5285-80687-0073	F	read
UH_D	UH_D_06.png	FOLLOWED	2229	5	1	00.03	4576-66268-0031	F	read
UH_D	UH_D_08.png	COULD NOT	4866	2	4	00.06	2364-131735-0109	F	read
UH_D	UH_D_09.png	WOULD HAVE	4125	2	4	00.03	3699-47246-0007	M	read
UH_D	UH_D_10.png	SHOULD BE	3164	2	3	00.08	7012-75354-0023	F	read
HH_AE	HH_AE_01.png	HAD	78383	1	2	00.05	3699-47246-0007	M	read
HH_AE	HH_AE_02.png	HAVE	58182	1	2	00.05	7276-92427-0020	F	read
HH_AE	HH_AE_03.png	HAS	18918	1	2	00.06	EricaFrenkel_2011X@53.94:66.29	F	spontaneous
HH_AE	HH_AE_04.png	HE HAD	13285	3	2	00.08	8300-275128-0035	F	read
HH_AE	HH_AE_05.png	I HAVE	9512	3	2	00.03	2660-173260-0003	M	read
HH_AE	HH_AE_06.png	HALF	5519	1	2	00.08	DeanOrnish_2004@929.43:938.05	M	spontaneous
HH_AE	HH_AE_07.png	HAND	8315	1	3	00.09	6333-39676-0030	M	read
HH_AE	HH_AE_08.png	TO HAVE	5133	3	2	00.08	7096-80685-0060	M	read
HH_AE	HH_AE_09.png	PERHAPS	4394	4	3	00.09	7683-103530-0014	F	read
HH_AE	HH_AE_10.png	WOULD HAVE	4125	4	2	00.03	3699-47246-0007	M	read
L_UH	L_UH_02.png	LEARNED	1589	1	4	00.12	5285-80687-0073	F	read
L_UH	L_UH_03.png	CLERK	272	2	3	00.06	3928-153301-0015	F	read
L_UH	L_UH_04.png	TO LOOK	1855	3	2	00.10	7331-86025-0028	F	read
L_UH	L_UH_05.png	PARTICULAR	1578	9	2	00.03	4020-180289-0023	M	read
L_UH	L_UH_06.png	SMALLER	550	4	2	00.04	JehaneNoujaim_2006@133.28:140.71	F	spontaneous
L_UH	L_UH_07.png	DOLLARS	1516	3	3	00.05	AlastairParvin_2013@76.74:89.3	M	spontaneous
L_UH	L_UH_08.png	HE LOOKED	1065	3	3	00.07	8044-84190-0020	F	read
L_UH	L_UH_10.png	TO LEARN	658	3	3	00.06	7276-92427-0020	F	read
P_IY	P_IY_01.png	PEOPLE	15657	1	4	00.09	StefanaBroadbent_2009G@23.53:32.36	F	spontaneous
P_IY	P_IY_02.png	PIECE	1842	1	2	00.04	TodMachover_2008@108.90:120.81	M	spontaneous
P_IY	P_IY_03.png	PETER	1067	1	4	00.09	3825-134148-0017	M	read
P_IY	P_IY_04.png	HAPPY	2525	3	1	00.08	ChimamandaAdichie_2009G@733.84:739.88	F	spontaneous
P_IY	P_IY_05.png	COPY	303	3	1	00.04	6147-34607-0030	F	read
P_IY	P_IY_08.png	THE PEOPLE	2501	3	4	00.11	711-187466-0060	M	read
P_IY	P_IY_09.png	HAPPINESS	1363	3	4	00.07	5322-7680-0033	M	read
P_IY	P_IY_10.png	SPECIES	1105	2	4	00.03	1769-143484-0020	M	read
V_AA	V_AA_01.png	VIOLENCE	568	1	7	00.06	911Mothers_2010W@335.05:341.14	F	read
V_AA	V_AA_02.png	VOLUME	365	1	5	00.07	7708-296091-0030	F	read
V_AA	V_AA_03.png	VOW	98	1	2	00.15	7789-103120-0046	F	read
V_AA	V_AA_04.png	OF AWE	33	2	1	00.13	EnricSala_2010Z@1157.96:1169.90	M	spontaneous
V_AA	V_AA_05.png	VANNEVAR	4	5	1	00.03	IanRitchie_2011G@45.05:50.37	M	spontaneous
V_AA	V_AA_06.png	VA	2	1	1	00.22	EveEnsler_2004@199.17:202.71	F	spontaneous
V_AA	V_AA_07.png	OF OUR	3166	2	4	00.04	1280-135136-0002	M	read
V_AA	V_AA_08.png	ADVICE	659	3	3	00.11	1678-142279-0093	F	read
V_AA	V_AA_09.png	ENVIRONMENT	582	3	9	00.05	EricaFrenkel_2011X@53.94:66.29	F	spontaneous
V_AA	V_AA_10.png	PROVIDED	535	4	5	00.08	7699-105399-0001	F	read
W_AO	W_AO_01.png	WATER	5852	1	4	00.09	4583-16044-0003	M	read
W_AO	W_AO_02.png	WAR	2523	1	2	00.08	HansRosling_2007@286.42:299.40	M	spontaneous
W_AO	W_AO_03.png	WALKED	1900	1	3	00.12	3536-8226-0026	F	read
W_AO	W_AO_04.png	SQUAW	23	3	1	00.08	1845-147962-0007	F	read
W_AO	W_AO_05.png	WAUGH	11	1	1	00.10	6549-71115-0037	F	read
W_AO	W_AO_06.png	MISSUS WAUGH	6	6	1	00.10	6549-71115-0037	F	read
W_AO	W_AO_07.png	TOWARDS	2709	3	4	00.04	525-126965-0084	F	read
W_AO	W_AO_08.png	THE WATER	1873	3	4	00.08	4583-16044-0003	M	read
W_AO	W_AO_10.png	WALL	1640	1	2	00.17	StephenRitz_2012X@137.05:153.23	M	spontaneous
K_UH	K_UH_01.png	COULD	23788	1	2	00.05	2364-131735-0109	F	read
K_UH	K_UH_02.png	COLONEL	871	1	5	00.07	8605-292138-0035	F	read
K_UH	K_UH_03.png	COOK	570	1	2	00.12	1678-142279-0093	F	read
K_UH	K_UH_04.png	I COULD	3585	3	2	00.07	7794-295948-0021	F	read
K_UH	K_UH_05.png	YOU COULD	1150	3	2	00.07	SimonSinek_2009X@760.61:770.09	M	spontaneous
K_UH	K_UH_07.png	OCCURRED	723	2	3	00.11	4039-184266-0002	M	read
K_UH	K_UH_08.png	HOW COULD	423	4	2	00.03	2764-36616-0000	F	read
K_UH	K_UH_10.png	ONE COULD	410	4	2	00.04	IrwinRedlener_2008@105.90:112.68	M	spontaneous
M_IY	M_IY_02.png	MEAN	3665	1	2	00.06	StephenWolfram_2010@713.73:724.59	M	spontaneous
M_IY	M_IY_03.png	ME TO	3321	1	3	00.11	8023-286247-0008	M	read
M_IY	M_IY_04.png	TO ME	5423	3	1	00.04	2127-138047-0068	M	read
M_IY	M_IY_05.png	FOR ME	2268	4	1	00.13	1296-138074-0040	F	read
M_IY	M_IY_06.png	LET ME	1972	4	1	00.07	7794-295948-0004	F	read
M_IY	M_IY_07.png	ME _SIL_	3207	1	2	00.08	3334-171008-0020	F	read
